RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_MEGA_CABLE resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_mega_cable NP00000 1
y y CC 0.999989
Grupo_AT_&_T grupo_at_&_t NP00000 1
, , Fc 1
por por SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
, , Fc 1
aplicable aplicable AQ0CS00 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
en en SP 1
que que CS 0.449861
emita emitir VMSP3S0 0.634856
su su DP3CSN 1
resolución resolución NCFS000 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

Las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
Mega_Cable mega_cable NP00000 1
deberá deber VMIF3S0 1
pagar pagar VMN0000 1
a a SP 0.998775
Grupo_AT_&_T grupo_at_&_t NP00000 1
, , Fc 1
por por SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
móviles móvil AQ0CP00 0.596154
bajo bajo SP 0.909179
la el DA0FS0 0.98926
modalidad modalidad NCFS000 1
“ “ Fra 1
El el DA0MS0 1
que que PR0CN00 0.550139
llama llamar VMIP3S0 0.921569
paga pagar VMIP3S0 0.68932
” ” Frc 1
, , Fc 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
en en SP 1
que que CS 0.449861
emita emitir VMSP3S0 0.634856
su su DP3CSN 1
resolución resolución NCFS000 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
Grupo_AT_&_T grupo_at_&_t NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
escrito escrito NCMS000 0.466887
de de SP 0.999961
respuesta respuesta NCFS000 1
reiteró reiterar VMIS3S0 1
la el DA0FS0 0.98926
petición petición NCFS000 1
de de SP 0.999961
Mega_Cable mega_cable NP00000 1
en en SP 1
el el DA0MS0 1
sentido sentido NCMS000 0.940835
de de SP 0.999961
Resolver resolver NP00000 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
de de SP 0.999961
terminación terminación NCFS000 1
fija fijo AQ0FS00 0.684211
que que PR0CN00 0.550139
dicho decir VMP00SM 0.997159
Concesionario concesionario NP00000 1
deberá deber VMIF3S0 1
pagar pagar VMN0000 1
a a SP 0.998775
Mega_Cable mega_cable NP00000 1
, , Fc 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
resolución resolución NCFS000 1
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
cuarto 4 AO0MS00 0.651877
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
establece establecer VMIP3S0 0.992424
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
como como CS 0.967153
fecha fecha NCFS000 0.990741
límite límite AQ0CN00 0.191358
para para SP 0.999834
presentar presentar VMN0000 1
un uno DI0MS0 0.99698
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
esto este PD00S00 1
no no RN 0.999297
impide impedir VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
deba deber VMSP3S0 0.634863
cumplir cumplir VMN0000 1
con con SP 1
su su DP3CSN 1
obligación obligación NCFS000 1
y y CC 0.999989
ejercer ejercer VMN0000 1
sus su DP3CPN 0.999903
facultades facultad NCFP000 1
en en SP 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
de de SP 0.999961
desacuerdos desacuerdo NCMP000 1
, , Fc 1
ya_que ya_que CS 1
de_lo_contrario de_lo_contrario RG 1
no no RN 0.999297
guardarían guardar VMIC3P0 1
consistencia consistencia NCFS000 1
los el DA0MP0 0.992728
diversos diverso DI0MP0 0.938596
artículos artículo NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
, , Fc 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
. . Fp 1

En en SP 1
este este DD0MS0 0.949201
sentido sentido NCMS000 0.940835
, , Fc 1
a a SP 1
el el DA0MS0 1
haber haber VAN0000 0.987521
presentado presentar VMP00SM 1
Mega_Cable mega_cable NP00000 1
su su DP3CSN 1
Solicitud_de_Resolución solicitud_de_resolución NP00000 1
, , Fc 1
una uno DI0FS0 0.951973
vez vez NCFS000 1
transcurrido transcurrir VMP00SM 1
el el DA0MS0 1
plazo plazo NCMS000 1
de de SP 0.999961
60_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
de de SP 0.999961
haber haber VAN0000 0.987521
iniciado iniciar VMP00SM 0.992958
las el DA0FP0 0.988184
negociaciones negociación NCFP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
de de SP 0.999961
45_días TM_d:45 Zu 1
hábiles hábil AQ0CP00 1
para para SP 0.999834
solicitar solicitar VMN0000 1
la el DA0FS0 0.98926
intervención intervención NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
es ser VSIP3S0 1
claro claro AQ0MS00 0.610577
que que CS 0.449861
es ser VSIP3S0 1
procedente procedente AQ0CS00 1
, , Fc 1
y y CC 0.999989
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
la el DA0FS0 0.98926
facultad facultad NCFS000 0.988202
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
de de SP 0.999961
admitir admitir VMN0000 1
, , Fc 1
sustanciar sustanciar VMN0000 1
y y CC 0.999989
resolver resolver VMN0000 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
que que CS 0.449861
no no RN 0.999297
se se P00CN00 0.494509
vean ver VMSP3P0 0.596154
vulnerados vulnerar VMP00PM 1
sus su DP3CPN 0.999903
derechos derecho NCMP000 0.996795
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
ello ello PD00S00 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
treinta_días TM_d:30 Zu 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
después_de después_de SP 1
que que CS 0.449861
feneciera fenecer VMSI3S0 0.65
el el DA0MS0 1
plazo plazo NCMS000 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
presentaran presentar VMSI3P0 1
sus su DP3CPN 0.999903
alegatos alegato NCMP000 1
correspondientes correspondiente AQ0CP00 0.980769
. . Fp 1

No_obstante no_obstante CC 1
, , Fc 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
la el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
se se P00CN00 0.494509
realizará realizar VMIF3S0 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
emisión emisión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

La el DA0FS0 0.98926
interpretación interpretación NCFS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
se se P00CN00 0.494509
debe deber VMIP3S0 0.998712
realizar realizar VMN0000 1
de de SP 0.999961
manera manera NCFS000 1
armónica armónico AQ0FS00 0.593609
, , Fc 1
junto_con junto_con SP 1
el el DA0MS0 1
resto resto NCMS000 0.998634
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
, , Fc 1
en en SP 1
particular particular AQ0CS00 0.827869
, , Fc 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
125 125 Z 1
y y CC 0.999989
137 137 Z 1
. . Fp 1

El el DA0MS0 1
concepto concepto NCMS000 1
de de SP 0.999961
no no RN 0.999297
discriminación discriminación NCFS000 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
contenido contenido NCMS000 0.993421
dentro_de dentro_de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
, , Fc 1
cuando cuando CS 0.86298
señala señalar VMIP3S0 0.997076
que que CS 0.449861
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
para para SP 0.999834
interconexión interconexión NCFS000 1
que que CS 0.449861
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
ofrezca ofrecer VMSP3S0 0.634844
a a SP 0.998775
otro otro PI0MS00 0.341499
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
un uno DI0MS0 0.99698
acuerdo acuerdo NCMS000 0.999311
o o CC 0.999864
de de SP 0.999961
una uno DI0FS0 0.951973
resolución resolución NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
deberán deber VMIF3P0 1
otorgar otorgar VMN0000 1
se se PP3CN00 1
a a SP 0.998775
cualquiera cualquiera PI0CS00 0.992958
que que PR0CN00 0.550139
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
, , Fc 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
. . Fp 1

Es ser VSIP3S0 1
decir decir VMN0000 0.998575
, , Fc 1
la el DA0FS0 0.98926
no no RN 0.999297
discriminación discriminación NCFS000 1
no no RN 0.999297
se se P00CN00 0.494509
da dar VMIP3S0 0.998555
de de SP 0.999961
manera manera NCFS000 1
retroactiva retroactivo AQ0FS00 1
, , Fc 1
sino_que sino_que CC 1
es ser VSIP3S0 1
a_partir_de a_partir_de SP 1
que que CS 0.449861
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
se se P00CN00 0.494509
lo lo PP3MSA0 0.334764
solicita solicitar VMIP3S0 0.989241
a a SP 0.998775
otro otro PI0MS00 0.341499
. . Fp 1

En en SP 1
este este DD0MS0 0.949201
mismo mismo AQ0MS00 0.802208
sentido sentido NCMS000 0.940835
, , Fc 1
si si CS 0.999827
bien bien RG 0.876088
el el DA0MS0 1
Instituto instituto NP00000 1
ejerce ejercer VMIP3S0 0.990196
su su DP3CSN 1
facultad facultad NCFS000 0.988202
de de SP 0.999961
resolver resolver VMN0000 1
desacuerdos desacuerdo NCMP000 1
presentados presentar VMP00PM 1
con con SP 1
posterioridad posterioridad NCFS000 1
a a SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
lo lo PP3MSA0 0.334764
hace hacer VMIP3S0 1
determinando determinar VMG0000 1
que que CS 0.449861
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
resuelva resolver VMSP3S0 0.495935
el el DA0MS0 1
Instituto instituto NP00000 1
sean ser VSSP3P0 0.996689
aplicables aplicable AQ0CP00 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
en en SP 1
que que CS 0.449861
se se P00CN00 0.494509
emita emitir VMSP3S0 0.634856
la el DA0FS0 0.98926
resolución resolución NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
plenamente plenamente RG 1
consistente consistente AQ0CS00 1
con con SP 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
ya_que ya_que CS 1
si si CS 0.999827
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
no no RN 0.999297
presenta presentar VMIP3S0 0.995868
su su DP3CSN 1
desacuerdo desacuerdo NCMS000 0.97619
antes_de antes_de SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
no no RN 0.999297
tendrá tener VMIF3S0 1
el el DA0MS0 1
derecho derecho NCMS000 0.882166
de de SP 0.999961
que que CS 0.449861
este este PD0MS00 0.0356411
se se P00CN00 0.494509
resuelva resolver VMSP3S0 0.495935
antes_de antes_de SP 1
el el DA0MS0 1
15_de_diciembre [??:15/12/??:??.??:??] W 1
, , Fc 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
inicien iniciar VMSP3P0 0.941964
su su DP3CSN 1
vigencia vigencia NCFS000 1
a_partir_de a_partir_de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
de de SP 1
el el DA0MS0 1
año año NCMS000 1
siguiente siguiente AQ0CS00 1
, , Fc 1
por_el_contrario por_el_contrario RG 1
, , Fc 1
a a SP 1
el el DA0MS0 1
haber haber VAN0000 1
se se PP3CN00 1
presentado presentar VMP00SM 1
un uno DI0MS0 0.99698
desacuerdo desacuerdo NCMS000 0.97619
con con SP 1
posterioridad posterioridad NCFS000 1
a a SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
solo solo AQ0MS00 0.787529
podrán poder VMIF3P0 1
iniciar iniciar VMN0000 1
su su DP3CSN 1
vigencia vigencia NCFS000 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
emisión emisión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
; ; Fx 1
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
plenamente plenamente RG 1
consistente consistente AQ0CS00 1
con con SP 1
el el DA0MS0 1
concepto concepto NCMS000 1
de de SP 0.999961
no no RN 0.999297
discriminación discriminación NCFS000 1
planteado plantear VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
. . Fp 1

Esta este DD0FS0 0.978817
interpretación interpretación NCFS000 1
armónica armónico AQ0FS00 0.593609
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
permite permitir VMIP3S0 0.997312
que que CS 0.449861
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
técnicas técnico AQ0FP00 0.300493
mínimas mínimo AQ0FP00 0.986111
y y CC 0.999989
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
publique publicar VMSP3S0 0.604865
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
trimestre trimestre NCMS000 0.936047
de de SP 1
el el DA0MS0 1
año año NCMS000 1
cobren cobrar VMSP3P0 0.941964
relevancia relevancia NCFS000 1
como como CS 0.967153
una uno DI0FS0 0.951973
disposición disposición NCFS000 1
administrativa administrativo AQ0FS00 0.661294
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
; ; Fx 1
con con SP 1
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
conocimiento conocimiento NCMS000 1
de de SP 0.999961
condiciones condición NCFP000 0.998418
técnicas técnico AQ0FP00 0.300493
novedosas novedoso AQ0FP00 1
publicadas publicar VMP00PF 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
trimestre trimestre NCMS000 0.936047
de de SP 1
el el DA0MS0 1
año año NCMS000 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
, , Fc 1
puede poder VMIP3S0 0.999693
solicitar solicitar VMN0000 1
las lo PP3FPA0 1
a a SP 0.998775
sus su DP3CPN 0.999903
contrapartes contraparte NCFP000 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
en en SP 1
que que PR0CN00 0.550139
lo lo PP3MSA0 0.334764
conoce conocer VMIP3S0 0.993421
. . Fp 1

Cabe caber VMIP3S0 0.975904
mencionar mencionar VMN0000 1
que que CS 0.449861
el el DA0MS0 1
propósito propósito NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
Condiciones_Técnicas_Mínimas condiciones_técnicas_mínimas NP00000 1
tiene tener VMIP3S0 1
como como CS 0.967153
fin fin NCMS000 1
el el DA0MS0 1
facilitar facilitar VMN0000 1
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
operadores operador NCMP000 0.992958
existentes existente AQ0CP00 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
posibles posible AQ0CP00 1
nuevos nuevo AQ0MP00 1
participantes participante NCCP000 0.983871
, , Fc 1
permitiendo permitir VMG0000 1
obtener obtener VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
básicas básico AQ0FP00 1
de de SP 0.999961
interconexión interconexión NCFS000 1
sin_necesidad_de sin_necesidad_de SP 1
participar participar VMN0000 1
en en SP 1
largas largo AQ0FP00 0.972603
negociaciones negociación NCFP000 1
ayudando ayudar VMG0000 1
a a SP 0.998775
evitar evitar VMN0000 1
una uno DI0FS0 0.951973
discriminación discriminación NCFS000 1
indebida indebido AQ0FS00 1
por por SP 1
parte parte NCCS000 0.977711
de de SP 0.999961
cualquier cualquiera DI0CS0 1
concesionario concesionario NCMS000 0.488737
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
previamente previamente RG 1
a a SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
procede proceder VMIP3S0 0.98913
, , Fc 1
en en SP 1
primera 1 AO0FS00 0.995242
instancia instancia NCFS000 1
, , Fc 1
a a SP 0.998775
analizar analizar VMN0000 1
específicamente específicamente RG 1
las el DA0FP0 0.988184
argumentaciones argumentación NCFP000 1
generales general AQ0CP00 0.916449
manifestadas manifestar VMP00PF 1
por por SP 1
Grupo_AT_&_T grupo_at_&_t NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
, , Fc 1
para para SP 0.999834
posteriormente posteriormente RG 1
resolver resolver VMN0000 1
sobre sobre SP 0.997804
aquellos aquel DD0MP0 0.593168
puntos punto NCMP000 1
de de SP 0.999961
desacuerdo desacuerdo NCMS000 0.97619
que que PR0CN00 0.550139
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
fueron ser VSIS3P0 0.933213
sometidos someter VMP00PM 1
por por SP 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
. . Fp 1

Consideraciones consideración NCFP000 0.668984
económicas económico AQ0FP00 1
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
debe deber VMIP3S0 0.998712
tomar tomar VMN0000 1
en en SP 1
cuenta cuenta NCFS000 0.229017
para para SP 0.999834
la el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
Argumentos_de_Grupo_AT_&_T_Grupo_AT_&_T argumentos_de_grupo_at_&_t_grupo_at_&_t NP00000 1
realiza realizar VMIP3S0 0.991803
diversas diverso DI0FP0 0.805344
consideraciones consideración NCFP000 1
económicas económico AQ0FP00 1
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
debe deber VMIP3S0 0.998712
tomar tomar VMN0000 1
en en SP 1
consideración consideración NCFS000 1
para para SP 0.999834
determinar determinar VMN0000 1
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
materia materia NCFS000 1
de de SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
, , Fc 1
como como CS 0.967153
son ser VSIP3P0 0.995197
: : Fd 1
i i NCFS000 1
. . Fp 1

Importancia importancia NP00000 0.331016
de de SP 0.999961
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
asimétricas asimétrico AQ0FP00 1
, , Fc 1
y y CC 0.999989
ii i_i NCFS000 1
. . Fp 1

Las el DA0FP0 0.988184
ventajas ventaja NCFP000 1
y y CC 0.999989
propuesta propuesta NCFS000 0.983384
de de SP 0.999961
revisar revisar VMN0000 1
el el DA0MS0 1
modelo modelo NCCS000 0.99763
de de SP 0.999961
CILP_Puro cilp_puro NP00000 1
. . Fp 1

Consideraciones_de_el_Instituto_Los consideraciones_de_el_instituto_los NP00000 1
temas tema NCMP000 0.99505
planteados plantear VMP00PM 1
por por SP 1
Grupo_AT_&_T grupo_at_&_t NP00000 1
fueron ser VSIS3P0 0.933213
analizados analizar VMP00PM 1
por por SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
como como CS 0.967153
parte parte NCCS000 0.977711
de de SP 1
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
para para SP 0.999834
la el DA0FS0 0.98926
emisión emisión NCFS000 1
de de SP 0.999961
una uno DI0FS0 0.951973
disposición disposición NCFS000 1
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
como como CS 0.967153
lo lo PP3MSA0 0.334764
es ser VSIP3S0 1
la el DA0FS0 0.98926
Metodología_de_Costos metodología_de_costos NP00000 1
, , Fc 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
no no RN 0.999297
puede poder VMIP3S0 0.999693
ser ser VSN0000 0.959637
modificada modificar VMP00SF 1
en en SP 1
una uno DI0FS0 0.951973
disposición disposición NCFS000 1
de de SP 0.999961
carácter carácter NCMS000 1
particular particular AQ0CS00 0.827869
como como CS 0.967153
lo lo PP3MSA0 0.334764
es ser VSIP3S0 1
la el DA0FS0 0.98926
Resolución resolución NP00000 1
que que PR0CN00 0.550139
pone poner VMIP3S0 1
fin fin NCMS000 1
a a SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
administrativo administrativo AQ0MS00 0.661294
. . Fp 1

Aunado aunar VMP00SM 1
a a SP 0.998775
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
señala señalar VMIP3S0 0.997076
que que CS 0.449861
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
no no RN 0.999297
tiene tener VMIP3S0 1
como como CS 0.967153
objeto objeto NCMS000 0.996183
dilucidar dilucidar VMN0000 1
los el DA0MP0 0.992728
fundamentos fundamento NCMP000 1
y y CC 0.999989
motivos motivo NCMP000 0.992424
que que PR0CN00 0.550139
el el DA0MS0 1
Instituto instituto NP00000 1
tomó tomar VMIS3S0 1
en en SP 1
consideración consideración NCFS000 1
para para SP 0.999834
establecer establecer VMN0000 1
dicha decir VMP00SF 0.819767
metodología metodología NCFS000 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
los el DA0MP0 0.992728
argumentos argumento NCMP000 1
de de SP 0.999961
Grupo_AT_&_T grupo_at_&_t NP00000 1
en_cuanto_a en_cuanto_a SP 1
los el DA0MP0 0.992728
elementos elemento NCMP000 1
que que PR0CN00 0.550139
debe deber VMIP3S0 0.998712
tomar tomar VMN0000 1
en en SP 1
cuenta contar VMIP3S0 0.768585
el el DA0MS0 1
Instituto instituto NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 0.999961
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
resultan resultar VMIP3P0 1
improcedentes improcedente AQ0CP00 1
. . Fp 1

De de SP 0.999961
esta este DD0FS0 0.978817
manera manera NCFS000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
no no RN 0.999297
ser ser VSN0000 0.959637
procedente procedente AQ0CS00 1
la el DA0FS0 0.98926
modificación modificación NCFS000 1
de de SP 0.999961
aspectos aspecto NCMP000 1
que que PR0CN00 0.550139
forman_parte formar_parte VMIP3P0 1
de de SP 0.999961
la el DA0FS0 0.98926
Metodología_de_Costos metodología_de_costos NP00000 1
o o CC 0.999864
de de SP 1
el el DA0MS0 1
Acuerdo_de_CTM acuerdo_de_ctm NP00000 1
y y CC 0.999989
Tarifas tarifas NP00000 1
2018 2018 Z 1
, , Fc 1
en en SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
no no RN 0.999297
se se P00CN00 0.494509
entrará entrar VMIF3S0 1
a a SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
manifestaciones manifestación NCFP000 1
vertidas verter VMP00PF 1
por por SP 1
Grupo_AT_&_T._Lo grupo_at_&_t._lo NP00000 1
anterior anterior AQ0CS00 1
no no RN 0.999297
significa significar VMIP3S0 0.996575
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
