RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_LAS_EMPRESAS_AXTEL resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_las_empresas_axtel NP00000 1
para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
sumar sumar VMN0000 1
la el DA0FS0 0.98926
duración duración NCFS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
completadas completar VMP00PF 1
en en SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
facturación facturación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
medidas medida NCFP000 0.999067
en en SP 1
segundos segundo NCMP000 0.909357
, , Fc 1
y y CC 0.999989
multiplicando multiplicar VMG0000 0.51716
los el DA0MP0 0.992728
minutos minuto NCMP000 0.998971
equivalentes equivalente AQ0CP00 0.661294
a a SP 0.998775
dicha decir VMP00SF 0.819767
suma suma NCFS000 0.169649
por por SP 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
en en SP 1
sus su DP3CPN 0.999903
escritos escrito NCMP000 0.526214
de de SP 0.999961
Respuesta respuesta NP00000 1
, , Fc 1
Bestphone bestphone NP00000 1
planteó plantear VMIS3S0 1
como como CS 0.967153
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
no no RN 0.999297
convenidas convenir VMP00PF 1
con con SP 1
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
: : Fd 1
La el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
celebrar celebrar VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
. . Fp 1

Las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
deban deber VMSP3P0 0.941964
pagar pagar VMN0000 1
mutua mutuo AQ0FS00 0.980769
y y CC 0.999989
recíprocamente recíprocamente RG 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
comprendido comprender VMP00SM 1
de de SP 1
el el DA0MS0 1
1 1 Z 1
° ° Fz 1
de de SP 0.999961
enero [??:??/1/??:??.??:??] W 1
a a SP 1
el el DA0MS0 1
31_de_diciembre_de_2017 [??:31/12/2017:??.??:??] W 1
. . Fp 1

Las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
que que CS 0.449861
Bestphone bestphone NP00000 1
y y CC 0.999989
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
se se P00CN00 0.494509
deban deber VMSP3P0 0.941964
pagar pagar VMN0000 1
por por SP 1
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
, , Fc 1
se se P00CN00 0.494509
determinarán determinar VMIF3P0 1
con con SP 1
base base NCCS000 0.963722
en en SP 1
la el DA0FS0 0.98926
duración duración NCFS000 1
real real AQ0CS00 0.82839
de de SP 0.999961
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
, , Fc 1
sin sin SP 1
redondear redondear VMN0000 1
a a SP 1
el el DA0MS0 1
minuto minuto NCMS000 0.963964
, , Fc 1
debiendo deber VMG0000 1
para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
sumar sumar VMN0000 1
la el DA0FS0 0.98926
duración duración NCFS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
completadas completar VMP00PF 1
en en SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
facturación facturación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
medidas medida NCFP000 0.999067
en en SP 1
segundos segundo NCMP000 0.909357
, , Fc 1
y y CC 0.999989
multiplicar multiplicar VMN0000 1
los el DA0MP0 0.992728
minutos minuto NCMP000 0.998971
equivalentes equivalente AQ0CP00 0.661294
a a SP 0.998775
dicha dicha NCFS000 0.180233
suma sumo AQ0FS00 0.122788
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

La el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 0.999961
que que CS 0.449861
en en SP 1
adición adición NCFS000 1
a a SP 0.998775
los el DA0MP0 0.992728
protocolos protocolo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
a_través_de a_través_de SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
se se P00CN00 0.494509
curse cursar VMSP3S0 0.610858
tráfico tráfico NCMS000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
red red NCFS000 1
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
y y CC 0.999989
conforme_a conforme_a SP 1
el el DA0MS0 1
Acuerdo_de_Condiciones_Mínimas_de_Interconexión acuerdo_de_condiciones_mínimas_de_interconexión NP00000 1
, , Fc 1
se se P00CN00 0.494509
pueda poder VMSP3S0 0.499421
realizar realizar VMN0000 1
como como CS 0.967153
una uno DI0FS0 0.951973
nueva nuevo AQ0FS00 0.993421
opción opción NCFS000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
protocolo protocolo NCMS000 0.980769
IP ip NP00000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
red red NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
versión versión NCFS000 1
SIP sip NP00000 1
( ( Fpa 1
Session_Initiation_Protocol session_initiation_protocol NP00000 1
) ) Fpt 1
. . Fp 1

A a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operen operar VMSP3P0 0.941964
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
deberán deber VMIF3P0 1
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
y y CC 0.999989
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribirán suscribir VMIF3P0 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
uno uno PI0MS00 0.981709
de de SP 0.999961
ellos ellos PP3MP00 1
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
en en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
concesionarios concesionario NCMP000 0.62798
cuyas cuyo PR0FP00 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
se se P00CN00 0.494509
encuentren encontrar VMSP3P0 0.941964
interconectadas interconectar VMP00PF 1
y y CC 0.999989
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
terminación terminación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
vigencia vigencia NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
convenios convenio NCMP000 0.991071
puedan poder VMSP3P0 0.997382
acordar acordar VMN0000 1
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
no no RN 0.999297
exista existir VMSP3S0 0.497942
acuerdo acuerdo NCMS000 0.999311
entre entre SP 0.980341
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
deberán deber VMIF3P0 1
presentar presentar VMN0000 1
ante ante SP 0.999744
el el DA0MS0 1
Instituto instituto NP00000 1
sus su DP3CPN 0.999903
solicitudes solicitud NCFP000 1
de de SP 0.999961
resolución resolución NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
de de SP 0.999961
interconexión interconexión NCFS000 1
. . Fp 1

De de SP 0.999961
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
el el DA0MS0 1
convenio convenio NCMS000 1
que que PR0CN00 0.550139
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
suscriban suscribir VMSP3P0 0.941964
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
deberá deber VMIF3S0 1
permitir permitir VMN0000 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
sin sin SP 1
que que CS 0.449861
existan existir VMSP3P0 0.986111
elementos elemento NCMP000 1
pendientes pendiente AQ0CP00 0.990196
de de SP 0.999961
acordar acordar VMN0000 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
referencia referencia NCFS000 0.989637
; ; Fx 1
de de SP 0.999961
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
forma forma NCFS000 0.987798
, , Fc 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
que que PR0CN00 0.550139
emita emitir VMSP3S0 0.634856
el el DA0MS0 1
Instituto instituto NP00000 1
a_efecto_de a_efecto_de SP 1
resolver resolver VMN0000 1
sobre sobre SP 0.997804
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
deberá deber VMIF3S0 1
operar operar VMN0000 1
en en SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
sentido sentido NCMS000 0.940835
, , Fc 1
de de SP 0.999961
tal tal DD0CS0 0.672764
forma forma NCFS000 0.987798
que que PR0CN00 0.550139
, , Fc 1
una_vez_que una_vez_que CS 1
ésta este PD0FS00 1
sea ser VSSP1S0 0.49434
emitida emitir VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
no no RN 0.999297
existan existir VMSP3P0 0.986111
elementos elemento NCMP000 1
pendientes pendiente AQ0CP00 0.990196
de de SP 0.999961
definición definición NCFS000 1
que que PR0CN00 0.550139
impidan impedir VMSP3P0 0.941964
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
. . Fp 1

Es ser VSIP3S0 1
así así RG 0.999409
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
deberá deber VMIF3S0 1
resolver resolver VMN0000 1
sobre sobre SP 0.997804
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
, , Fc 1
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
no no RN 0.999297
hayan haber VASP3P0 0.994792
podido poder VMP00SM 1
convenir convenir VMN0000 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
durante durante SP 1
los el DA0MP0 0.992728
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
que que PR0CN00 0.550139
tienen tener VMIP3P0 1
para para SP 0.999834
suscribir suscribir VMN0000 1
el el DA0MS0 1
convenio convenio NCMS000 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
es ser VSIP3S0 1
procedente procedente AQ0CS00 1
resolver resolver VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
solicitadas solicitar VMP00PF 1
por por SP 1
ambas ambos DI0FP0 0.767857
partes parte NCCP000 0.997076
. . Fp 1

Cabe caber VMIP3S0 0.975904
señalar señalar VMN0000 1
, , Fc 1
que que CS 0.449861
la el DA0FS0 0.98926
condición condición NCFS000 1
planteada plantear VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso NCMS000 0.33886
a a SP 0.998775
) ) Fpt 1
queda quedar VMIP3S0 0.945755
comprendida comprender VMP00SF 1
en en SP 1
la el DA0FS0 0.98926
condición condición NCFS000 1
establecida establecer VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso AQ0MS00 0.66114
d d NCFS000 1
) ) Fpt 1
; ; Fx 1
asimismo asimismo RG 1
, , Fc 1
la el DA0FS0 0.98926
condición condición NCFS000 1
planteada plantear VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso AQ0MS00 0.66114
b b NCFS000 1
) ) Fpt 1
es ser VSIP3S0 1
coincidente coincidente AQ0CS00 1
con con SP 1
la el DA0FS0 0.98926
condición condición NCFS000 1
identificada identificar VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso NCMS000 0.33886
e y CC 0.987994
) ) Fpt 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
en en SP 1
las el DA0FP0 0.988184
consideraciones consideración NCFP000 1
que que CS 0.449861
este este DD0MS0 0.949201
Instituto instituto NP00000 1
emita emitir VMSP3S0 0.634856
a a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
dichas decir VMP00PF 0.980769
condiciones condición NCFP000 0.998418
se se P00CN00 0.494509
atenderán atender VMIF3P0 1
de de SP 0.999961
manera manera NCFS000 1
conjunta conjunto AQ0FS00 0.990148
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
hace hacer VMIP3S0 1
a a SP 0.998775
los el DA0MP0 0.992728
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
para para SP 0.999834
instalar instalar VMN0000 1
, , Fc 1
operar operar VMN0000 1
y y CC 0.999989
explotar explotar VMN0000 1
una uno DI0FS0 0.951973
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
para para SP 0.999834
prestar prestar VMN0000 1
, , Fc 1
entre entre SP 0.980341
otros otro PI0MP00 0.254022
, , Fc 1
el el DA0MS0 1
servicio servicio NCMS000 1
público público AQ0MS00 0.409696
de de SP 0.999961
telefonía telefonía NCFS000 1
básica básico AQ0FS00 1
de de SP 0.999961
larga largo AQ0FS00 0.939252
distancia distancia NCFS000 0.992395
nacional nacional AQ0CS00 1
e y CC 0.987994
internacional internacional AQ0CS00 0.970532
, , Fc 1
es ser VSIP3S0 1
preciso preciso AQ0MS00 0.992424
mencionar mencionar VMN0000 1
que que CS 0.449861
en en SP 1
el el DA0MS0 1
“ “ Fra 1
ACUERDO acuerdo NCMS000 0.991798
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
establece establecer VMIP3S0 0.992424
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
cumplir cumplir VMN0000 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
presten prestar VMSP3P0 0.941964
servicios servicio NCMP000 1
públicos público AQ0MP00 0.974537
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
a_través_de a_través_de SP 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
derivado derivar VMP00SM 0.623747
de de SP 0.999961
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
abstener abstener VMN0000 1
se se PP3CN00 1
de de SP 0.999961
realizar realizar VMN0000 1
cargos cargo NCMP000 1
de de SP 0.999961
larga largo AQ0FS00 0.939252
distancia distancia NCFS000 0.992395
nacional nacional AQ0CS00 1
a a SP 0.998775
usuarios usuario NCMP000 0.78169
por por SP 1
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
que que PR0CN00 0.550139
realicen realizar VMSP3P0 0.941964
a a SP 0.998775
cualquier cualquiera DI0CS0 1
destino destino NCMS000 0.996575
nacional nacional AQ0CS00 1
a_partir_de a_partir_de SP 1
el el DA0MS0 1
1_de_enero_de_2015 [??:1/1/2015:??.??:??] W 1
” ” Frc 1
, , Fc 1
publicado publicar VMP00SM 1
el el DA0MS0 1
24_de_diciembre_de_2014 [??:24/12/2014:??.??:??] W 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
, , Fc 1
estableció establecer VMIS3S0 1
en en SP 1
su su DP3CSN 1
disposición disposición NCFS000 1
Sexta sexta NP00000 1
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
Sexta 6 AO0FS00 0.964286
. . Fp 1

Autorización autorización NP00000 0.331016
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
. . Fp 1

Los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
en en SP 1
su su DP3CSN 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
tengan tener VMSP3P0 0.78169
autorizada autorizar VMP00SF 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
larga largo AQ0FS00 0.939252
distancia distancia NCFS000 0.992395
, , Fc 1
podrán poder VMIF3P0 1
prestar prestar VMN0000 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
la el DA0FS0 0.98926
fracción fracción NCFS000 1
XI xi NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
disposición disposición NCFS000 1
Segunda segunda NP00000 1
de de SP 0.999961
las el DA0FP0 0.988184
presentes presente AQ0CP00 0.856209
Disposiciones disposiciones NP00000 1
. . Fp 1
” ” Frc 1
En en SP 1
este este DD0MS0 0.949201
sentido sentido NCMS000 0.940835
se se P00CN00 0.494509
observa observar VMIP3S0 0.989241
que que CS 0.449861
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
entrada entrada NCFS000 0.998008
en en SP 1
vigor vigor NCMS000 1
de de SP 1
el el DA0MS0 1
citado citar VMP00SM 1
acuerdo acuerdo NCMS000 0.999311
, , Fc 1
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
quedaron quedar VMIS3P0 1
autorizados autorizar VMP00PM 1
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
local local AQ0CS00 0.798805
mediante mediante SP 0.99763
su su DP3CSN 1
concesión concesión NCFS000 1
de de SP 0.999961
larga largo AQ0FS00 0.939252
distancia distancia NCFS000 0.992395
, , Fc 1
es ser VSIP3S0 1
así así RG 0.999409
que que CS 0.449861
a a SP 1
el el DA0MS0 1
poder poder NCMS000 0.606525
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
local local AQ0CS00 0.798805
mediante mediante SP 0.99763
la el DA0FS0 0.98926
concesión concesión NCFS000 1
citada citar VMP00SF 1
, , Fc 1
este este DD0MS0 0.949201
Instituto instituto NP00000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
que que PR0CN00 0.550139
se se P00CN00 0.494509
determine determinar VMSP3S0 0.634863
para para SP 0.999834
terminación terminación NCFS000 1
de de SP 0.999961
tráfico tráfico NCMS000 1
en en SP 1
la el DA0FS0 0.98926
red red NCFS000 1
local local AQ0CS00 0.798805
de de SP 0.999961
Bestphone bestphone NP00000 1
, , Fc 1
engloba englobar VMIP3S0 0.989241
el el DA0MS0 1
tráfico tráfico NCMS000 1
de de SP 0.999961
servicio servicio NCMS000 1
local local AQ0CS00 0.798805
que que PR0CN00 0.550139
se se P00CN00 0.494509
pueda poder VMSP3S0 0.499421
prestar prestar VMN0000 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
citada citar VMP00SF 1
concesión concesión NCFS000 1
de de SP 0.999961
larga largo AQ0FS00 0.939252
distancia distancia NCFS000 0.992395
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
planteadas plantear VMP00PF 1
por por SP 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
sobre sobre SP 0.997804
las el DA0FP0 0.988184
cuales cual PR0CP00 1
se se P00CN00 0.494509
pronunciará pronunciar VMIF3S0 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
son ser VSIP3P0 0.995197
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
: : Fd 1
La el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
celebrar celebrar VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Bestphone bestphone NP00000 1
. . Fp 1

La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
de de SP 0.999961
interconexión interconexión NCFS000 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
que que CS 0.449861
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
se se P00CN00 0.494509
pagarán pagar VMIF3P0 1
de de SP 0.999961
manera manera NCFS000 1
recíproca recíproco AQ0FS00 0.661294
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
comprendido comprender VMP00SM 1
de de SP 1
el el DA0MS0 1
1_de_enero_de_2017 [??:1/1/2017:??.??:??] W 1
a a SP 1
el el DA0MS0 1
31_de_diciembre_de_2017 [??:31/12/2017:??.??:??] W 1
. . Fp 1

Forma forma NCFS000 0.987251
de de SP 0.999961
tasación tasación NCFS000 1
de de SP 1
el el DA0MS0 1
tráfico tráfico NCMS000 1
terminado terminar VMP00SM 1
en en SP 1
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 0.999961
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
. . Fp 1

La el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 0.999961
que que CS 0.449861
en en SP 1
adición adición NCFS000 1
a a SP 0.998775
los el DA0MP0 0.992728
protocolos protocolo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
a_través_de a_través_de SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
se se P00CN00 0.494509
curse cursar VMSP3S0 0.610858
tráfico tráfico NCMS000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
y y CC 0.999989
de de SP 0.999961
Bestphone bestphone NP00000 1
, , Fc 1
y y CC 0.999989
conforme_a conforme_a SP 1
el el DA0MS0 1
Acuerdo_de_Condiciones_Técnicas_Mínimas_de_Interconexión acuerdo_de_condiciones_técnicas_mínimas_de_interconexión NP00000 1
, , Fc 1
se se P00CN00 0.494509
pueda poder VMSP3S0 0.499421
realizar realizar VMN0000 1
como como CS 0.967153
una uno DI0FS0 0.951973
opción opción NCFS000 1
a_través_de a_través_de SP 1
protocolo protocolo NCMS000 0.980769
IP ip NP00000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
red red NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Bestphone bestphone NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
versión versión NCFS000 1
SIP sip NP00000 1
. . Fp 1

Previamente previamente RG 1
a a SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
procede proceder VMIP3S0 0.98913
, , Fc 1
en en SP 1
primera 1 AO0FS00 0.995242
instancia instancia NCFS000 1
