RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_MEGA_CABLE resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_mega_cable NP00000 1
los el DA0MP0 0.992728
archivos archivo NCMP000 1
y y CC 0.999989
que que CS 0.449861
se se P00CN00 0.494509
relacionen relacionar VMSP3P0 0.941964
con con SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
, , Fc 1
se se P00CN00 0.494509
les le PP3CPD0 1
da dar VMIP3S0 0.998555
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
a a SP 1
el el DA0MS0 1
constituir constituir VMN0000 1
se se PP3CN00 1
dicha decir VMP00SF 0.819767
prueba prueba NCFS000 0.950339
con con SP 1
las el DA0FP0 0.988184
constancias constancia NCFP000 1
que que PR0CN00 0.550139
obran obrar VMIP3P0 1
en en SP 1
el el DA0MS0 1
sumario sumario NCMS000 0.736395
y y CC 0.999989
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
principio principio NCMS000 0.997238
ontológico ontológico AQ0MS00 1
de de SP 0.999961
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
lo el DA00S0 0.665165
ordinario ordinario NCMS000 0.338706
se se P00CN00 0.494509
presume presumir VMIP3S0 0.889272
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
presuncional presuncional AQ0CS00 1
, , Fc 1
en en SP 1
su su DP3CSN 1
doble doble AQ0CS00 0.847887
aspecto aspecto NCMS000 1
, , Fc 1
legal legal AQ0CS00 1
y y CC 0.999989
humana humano AQ0FS00 0.984536
, , Fc 1
se se P00CN00 0.494509
le le PP3CSD0 1
da dar VMIP3S0 0.998555
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
197 197 Z 1
y y CC 0.999989
218 218 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
a a SP 1
el el DA0MS0 1
ser ser VSN0000 0.959637
ésta este PD0FS00 1
la el DA0FS0 0.98926
consecuencia consecuencia NCFS000 1
lógica lógico AQ0FS00 0.537879
y y CC 0.999989
natural natural AQ0CS00 0.971939
de de SP 0.999961
hechos hecho NCMP000 0.848259
conocidos conocer VMP00PM 0.901786
y y CC 0.999989
probados probar VMP00PM 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
hacer hacer VMN0000 1
la el DA0FS0 0.98926
deducción deducción NCFS000 1
respectiva respectivo AQ0FS00 1
. . Fp 1

CUARTO cuarto NCMS000 0.343537
. . Fp 1
- - Fg 1
Condiciones condición NCFP000 0.99684
no no RN 0.999297
convenidas convenir VMP00PF 1
sujetas sujeto AQ0FP00 0.982234
a a SP 0.998775
resolución resolución NCFS000 1
. . Fp 1
– – Fz 1
En en NP00000 1
su su DP3CSN 1
escrito escrito NCMS000 0.466887
de de SP 0.999961
desahogo desahogo NCMS000 0.989709
de de SP 0.999961
prevención prevención NCFS000 1
, , Fc 1
Mega_Cable mega_cable NP00000 1
planteó plantear VMIS3S0 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
no no RN 0.999297
pudo poder VMIS3S0 1
convenir convenir VMN0000 1
con con SP 1
Bestphone bestphone NP00000 1
: : Fd 1
La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
pagar pagar VMN0000 1
se se PP3CN00 1
de de SP 0.999961
manera manera NCFS000 1
recíproca recíproco AQ0FS00 0.661294
Mega_Cable mega_cable NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
, , Fc 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
, , Fc 1
aplicables aplicable AQ0CP00 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
que que PR0CN00 0.550139
se se P00CN00 0.494509
emita emitir VMSP3S0 0.634856
resolución resolución NCFS000 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
Bestphone bestphone NP00000 1
planteó plantear VMIS3S0 1
en en SP 1
su su DP3CSN 1
respuesta respuesta NCFS000 1
, , Fc 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
no no RN 0.999297
pudo poder VMIS3S0 1
convenir convenir VMN0000 1
con con SP 1
Mega_Cable mega_cable NP00000 1
: : Fd 1
La el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
celebrar celebrar VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
local local AQ0CS00 0.798805
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
Mega_Cable_Las mega_cable_las NP00000 1
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
deberán deber VMIF3P0 1
pagar pagar VMN0000 1
mutua mutuo AQ0FS00 0.980769
y y CC 0.999989
recíprocamente recíprocamente RG 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
comprendido comprender VMP00SM 1
de de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

Las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
que que CS 0.449861
mi mi DP1CSS 0.999325
Representada representada NP00000 1
y y CC 0.999989
Mega_Cable mega_cable NP00000 1
se se P00CN00 0.494509
deberán deber VMIF3P0 1
pagar pagar VMN0000 1
por por SP 1
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
, , Fc 1
se se P00CN00 0.494509
determinarán determinar VMIF3P0 1
con con SP 1
base base NCCS000 0.963722
en en SP 1
la el DA0FS0 0.98926
duración duración NCFS000 1
real real AQ0CS00 0.82839
de de SP 0.999961
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
, , Fc 1
sin sin SP 1
redondeo redondeo NCMS000 0.989726
a a SP 1
el el DA0MS0 1
minuto minuto NCMS000 0.963964
siguiente siguiente AQ0CS00 1
, , Fc 1
debiendo deber VMG0000 1
para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
sumar sumar VMN0000 1
la el DA0FS0 0.98926
duración duración NCFS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
completadas completar VMP00PF 1
en en SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
facturación facturación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
medidas medida NCFP000 0.999067
en en SP 1
segundo segundo NCMS000 0.09797
, , Fc 1
y y CC 0.999989
multiplicar multiplicar VMN0000 1
los el DA0MP0 0.992728
minutos minuto NCMP000 0.998971
equivalentes equivalente AQ0CP00 0.661294
a a SP 0.998775
dicha dicha NCFS000 0.180233
suma sumo AQ0FS00 0.122788
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
correspondiente correspondiente AQ0CS00 0.993421
La la NP00000 1
determinación determinación NCFS000 1
de de SP 0.999961
que que CS 0.449861
en en SP 1
adición adición NCFS000 1
a a SP 0.998775
los el DA0MP0 0.992728
protocolos protocolo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
a_través_de a_través_de SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
se se P00CN00 0.494509
curse cursar VMSP3S0 0.610858
el el DA0MS0 1
tráfico tráfico NCMS000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
Mega_Cable mega_cable NP00000 1
, , Fc 1
y y CC 0.999989
conforme_a conforme_a SP 1
el el DA0MS0 1
Acuerdo_de_Condiciones_Mínimas_de_Interconexión acuerdo_de_condiciones_mínimas_de_interconexión NP00000 1
, , Fc 1
se se P00CN00 0.494509
pueda poder VMSP3S0 0.499421
realizar realizar VMN0000 1
como como CS 0.967153
una uno DI0FS0 0.951973
opción opción NCFS000 1
a_través_de a_través_de SP 1
protocolo protocolo NCMS000 0.980769
IP ip NP00000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Bestphone bestphone NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
red red NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Mega_Cable mega_cable NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
versión versión NCFS000 1
SIP sip NP00000 1
( ( Fpa 1
Session_Initiation_Protocol session_initiation_protocol NP00000 1
) ) Fpt 1
A a NP00000 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operen operar VMSP3P0 0.941964
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
deberán deber VMIF3P0 1
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
y y CC 0.999989
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribirán suscribir VMIF3P0 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
uno uno PI0MS00 0.981709
de de SP 0.999961
ellos ellos PP3MP00 1
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
en en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
concesionarios concesionario NCMP000 0.62798
cuyas cuyo PR0FP00 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
se se P00CN00 0.494509
encuentren encontrar VMSP3P0 0.941964
interconectadas interconectar VMP00PF 1
y y CC 0.999989
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
terminación terminación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
vigencia vigencia NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
convenios convenio NCMP000 0.991071
puedan poder VMSP3P0 0.997382
acordar acordar VMN0000 1
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
no no RN 0.999297
exista existir VMSP3S0 0.497942
acuerdo acuerdo NCMS000 0.999311
entre entre SP 0.980341
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
deberán deber VMIF3P0 1
presentar presentar VMN0000 1
ante ante SP 0.999744
el el DA0MS0 1
Instituto instituto NP00000 1
sus su DP3CPN 0.999903
solicitudes solicitud NCFP000 1
de de SP 0.999961
resolución resolución NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
de de SP 0.999961
interconexión interconexión NCFS000 1
. . Fp 1

De de SP 0.999961
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
el el DA0MS0 1
convenio convenio NCMS000 1
que que PR0CN00 0.550139
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
suscriban suscribir VMSP3P0 0.941964
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
deberá deber VMIF3S0 1
permitir permitir VMN0000 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
sin sin SP 1
que que CS 0.449861
existan existir VMSP3P0 0.986111
elementos elemento NCMP000 1
pendientes pendiente AQ0CP00 0.990196
de de SP 0.999961
acordar acordar VMN0000 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
referencia referencia NCFS000 0.989637
. . Fp 1

De de SP 0.999961
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
forma forma NCFS000 0.987798
, , Fc 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
que que PR0CN00 0.550139
emita emitir VMSP3S0 0.634856
el el DA0MS0 1
Instituto instituto NP00000 1
a_efecto_de a_efecto_de SP 1
resolver resolver VMN0000 1
sobre sobre SP 0.997804
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
deberá deber VMIF3S0 1
operar operar VMN0000 1
en en SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
sentido sentido NCMS000 0.940835
, , Fc 1
de de SP 0.999961
tal tal DD0CS0 0.672764
forma forma NCFS000 0.987798
que que PR0CN00 0.550139
, , Fc 1
una_vez_que una_vez_que CS 1
ésta este PD0FS00 1
sea ser VSSP1S0 0.49434
emitida emitir VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
no no RN 0.999297
existan existir VMSP3P0 0.986111
elementos elemento NCMP000 1
pendientes pendiente AQ0CP00 0.990196
de de SP 0.999961
definición definición NCFS000 1
que que PR0CN00 0.550139
impidan impedir VMSP3P0 0.941964
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
. . Fp 1

Es ser VSIP3S0 1
así así RG 0.999409
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
deberá deber VMIF3S0 1
resolver resolver VMN0000 1
integralmente integralmente RG 1
sobre sobre SP 0.997804
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
, , Fc 1
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
no no RN 0.999297
hayan haber VASP3P0 0.994792
podido poder VMP00SM 1
convenir convenir VMN0000 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
durante durante SP 1
los el DA0MP0 0.992728
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
que que PR0CN00 0.550139
tienen tener VMIP3P0 1
para para SP 0.999834
suscribir suscribir VMN0000 1
el el DA0MS0 1
convenio convenio NCMS000 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
es ser VSIP3S0 1
procedente procedente AQ0CS00 1
resolver resolver VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
solicitadas solicitar VMP00PF 1
por por SP 1
ambas ambos DI0FP0 0.767857
partes parte NCCP000 0.997076
. . Fp 1

Cabe caber VMIP3S0 0.975904
señalar señalar VMN0000 1
, , Fc 1
que que CS 0.449861
la el DA0FS0 0.98926
condición condición NCFS000 1
planteada plantear VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso NCMS000 0.33886
a a SP 0.998775
) ) Fpt 1
es ser VSIP3S0 1
coincidente coincidente AQ0CS00 1
con con SP 1
la el DA0FS0 0.98926
condición condición NCFS000 1
identificada identificar VMP00SF 1
en en SP 1
el el DA0MS0 1
inciso inciso AQ0MS00 0.66114
c c NCFS000 1
) ) Fpt 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
en en SP 1
las el DA0FP0 0.988184
consideraciones consideración NCFP000 1
que que CS 0.449861
este este DD0MS0 0.949201
Instituto instituto NP00000 1
emita emitir VMSP3S0 0.634856
a a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
dichas decir VMP00PF 0.980769
condiciones condición NCFP000 0.998418
se se P00CN00 0.494509
atenderán atender VMIF3P0 1
de de SP 0.999961
manera manera NCFS000 1
conjunta conjunto AQ0FS00 0.990148
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
planteadas plantear VMP00PF 1
por por SP 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
sobre sobre SP 0.997804
las el DA0FP0 0.988184
cuales cual PR0CP00 1
se se P00CN00 0.494509
pronunciará pronunciar VMIF3S0 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
son ser VSIP3P0 0.995197
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
La la NP00000 1
obligación obligación NCFS000 1
de de SP 0.999961
celebrar celebrar VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Mega_Cable mega_cable NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
Bestphone bestphone NP00000 1
. . Fp 1

La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
de de SP 0.999961
interconexión interconexión NCFS000 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
que que CS 0.449861
Bestphone bestphone NP00000 1
y y CC 0.999989
Mega_Cable mega_cable NP00000 1
se se P00CN00 0.494509
pagarán pagar VMIF3P0 1
de de SP 0.999961
manera manera NCFS000 1
recíproca recíproco AQ0FS00 0.661294
, , Fc 1
aplicables aplicable AQ0CP00 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
2018 2018 Z 1
. . Fp 1

La el DA0FS0 0.98926
forma forma NCFS000 0.987798
de de SP 0.999961
tasación tasación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
. . Fp 1

La el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 0.999961
que que CS 0.449861
en en SP 1
adición adición NCFS000 1
a a SP 0.998775
los el DA0MP0 0.992728
protocolos protocolo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
conforme_a conforme_a SP 1
el el DA0MS0 1
Acuerdo_de_Condiciones_Mínimas_de_Interconexión acuerdo_de_condiciones_mínimas_de_interconexión NP00000 1
, , Fc 1
también también RG 1
se se P00CN00 0.494509
pueda poder VMSP3S0 0.499421
realizar realizar VMN0000 1
como como CS 0.967153
una uno DI0FS0 0.951973
opción opción NCFS000 1
a_través_de a_través_de SP 1
protocolo protocolo NCMS000 0.980769
IP ip NP00000 1
entre entre SP 0.980341
las el DA0FP0 0.988184
redes red NCFP000 0.990196
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Mega_Cable mega_cable NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
red red NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
fijo fijo AQ0MS00 0.986111
de de SP 0.999961
Bestphone bestphone NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
versión versión NCFS000 1
SIP sip NP00000 1
( ( Fpa 1
Session_Initiation_Protocol session_initiation_protocol NP00000 1
) ) Fpt 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
previamente previamente RG 1
a a SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
procede proceder VMIP3S0 0.98913
, , Fc 1
en en SP 1
primera 1 AO0FS00 0.995242
instancia instancia NCFS000 1
, , Fc 1
a a SP 0.998775
analizar analizar VMN0000 1
específicamente específicamente RG 1
las el DA0FP0 0.988184
argumentaciones argumentación NCFP000 1
generales general AQ0CP00 0.916449
e y CC 0.987994
improcedencias improcedencia NCFP000 1
manifestadas manifestar VMP00PF 1
por por SP 1
Bestphone bestphone NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
, , Fc 1
para para SP 0.999834
posteriormente posteriormente RG 1
resolver resolver VMN0000 1
sobre sobre SP 0.997804
aquellos aquel DD0MP0 0.593168
puntos punto NCMP000 1
de de SP 0.999961
desacuerdo desacuerdo NCMS000 0.97619
que que PR0CN00 0.550139
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
fueron ser VSIS3P0 0.933213
sometidos someter VMP00PM 1
por por SP 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
. . Fp 1

Improcedencia_de_la_Solicitud_de_Resolución_de_Desacuerdo_Bestphone improcedencia_de_la_solicitud_de_resolución_de_desacuerdo_bestphone NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
la el DA0FS0 0.98926
Solicitud solicitud NP00000 1
de de SP 0.999961
desacuerdo desacuerdo NCMS000 0.97619
es ser VSIP3S0 1
improcedente improcedente AQ0CS00 1
, , Fc 1
ya_que ya_que CS 1
Mega_Cable mega_cable NP00000 1
no no RN 0.999297
realizó realizar VMIS3S0 1
su su DP3CSN 1
solicitud solicitud NCFS000 1
antes_de antes_de SP 1
el el DA0MS0 1
término término NCMS000 1
estipulado estipular VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
penúltimo penúltimo AO0MS00 0.607399
párrafo párrafo NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
es ser VSIP3S0 1
decir decir VMN0000 0.998575
antes_de antes_de SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
una uno DI0FS0 0.951973
imposibilidad imposibilidad NCFS000 1
para para SP 0.999834
seguir seguir VMN0000 1
conociendo conocer VMG0000 1
de de SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
y y CC 0.999989
con con SP 1
ello ello PD00S00 1
significa significar VMIP3S0 0.996575
que que CS 0.449861
las el DA0FP0 0.988184
personas persona NCFP000 0.999585
concesionarias concesionario AQ0FP00 0.511311
se se P00CN00 0.494509
obligan obligar VMIP3P0 1
a a SP 0.998775
mantener mantener VMN0000 1
se se PP3CN00 1
sujetas sujeto AQ0FP00 0.982234
a a SP 0.998775
las el DA0FP0 0.988184
mismas mismo AQ0FP00 0.995495
condiciones condición NCFP000 0.998418
convenidas convenir VMP00PF 1
previamente previamente RG 1
durante durante SP 1
un uno DI0MS0 0.99698
año año NCMS000 1
, , Fc 1
sin sin SP 1
posibilidad posibilidad NCFS000 1
jurídica jurídico AQ0FS00 1
alguna alguno DI0FS0 0.820285
de de SP 0.999961
plantear plantear VMN0000 1
en en SP 1
el el DA0MS0 1
futuro futuro NCMS000 0.853084
alguna alguno DI0FS0 0.820285
controversia controversia NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
particular particular AQ0CS00 0.827869
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
Bestphone bestphone NP00000 1
concluye concluir VMIP3S0 0.865854
que que CS 0.449861
no no RN 0.999297
existe existir VMIP3S0 0.997925
la el DA0FS0 0.98926
posibilidad posibilidad NCFS000 1
de de SP 0.999961
continuar continuar VMN0000 1
con con SP 1
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
de de SP 0.999961
desacuerdo desacuerdo NCMS000 0.97619
planteado plantear VMP00SM 1
por por SP 1
Mega_Cable mega_cable NP00000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
no no RN 0.999297
haber haber VAN0000 1
se se PP3CN00 1
solicitado solicitar VMP00SM 1
la el DA0FS0 0.98926
intervención intervención NCFS000 1
de de SP 1
el el DA0MS0 1
instituto instituto NCMS000 1
a_efecto_de a_efecto_de SP 1
resolver resolver VMN0000 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
planteado plantear VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
tiempos tiempo NCMP000 1
estipulados estipular VMP00PM 1
. . Fp 1

El el DA0MS0 1
7_de_febrero [??:7/2/??:??.??:??] W 1
Mega_Cable mega_cable NP00000 1
en en SP 1
su su DP3CSN 1
escrito escrito NCMS000 0.466887
de de SP 0.999961
Alegatos alegatos NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
, , Fc 1
fracción fracción NCFS000 1
III iii NP00000 1
, , Fc 1
así_como así_como CC 1
su su DP3CSN 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
, , Fc 1
faculta facultar VMIP3S0 0.989241
a a SP 1
el el DA0MS0 1
